iata,name,city,state,country
DNV,Vermilion Regional Airport,Danville,Illinois,US
DOV,Dover Afb Airport,Dover,Delaware,US
DPA,Dupage Airport,Chicago/West Chicago,Illinois,US
DPG,Michael Army Air Field (Dugway Proving Ground) Airport,Dugway Proving Ground,Utah,US
DRI,Beauregard Regional Airport,De Ridder,Louisiana,US
DRE,Drummond Island Airport,Drummond Island,Michigan,US
DRO,Durango-La Plata County Airport,Durango,Colorado,US
DRT,Del Rio International Airport,Del Rio,Texas,US
DSM,Des Moines International Airport,Des Moines,Iowa,US
DSV,Dansville Municipal Airport,Dansville,New York,US
DTA,Delta Municipal Airport,Delta,Utah,US
DTL,Detroit Lakes/Wething Field,Detroit Lakes,Minnesota,US
DTN,Shreveport Downtown Airport,Shreveport,Louisiana,US
DSI,Destin Executive Airport,Destin,Florida,US
DTW,Detroit Metro Wayne County Airport,Detroit,Michigan,US
DUA,Durant Regional/Eaker Field,Durant,Oklahoma,US
DUC,Halliburton Field,Duncan,Oklahoma,US
DUG,Bisbee Douglas International Airport,Douglas Bisbee,Arizona,US
DUJ,Dubois Regional Airport,Dubois,Pennsylvania,US
DVL,Devils Lake Regional Airport,Devils Lake,North Dakota,US
DVN,Davenport Municipal Airport,Davenport,Iowa,US
NOT,Gnoss Field,Novato,California,US
NSL,Slayton Municipal Airport,Slayton,Minnesota,US
DVT,Phoenix Deer Valley Airport,Phoenix,Arizona,US
DWH,David Wayne Hooks Memorial Airport,Houston,Texas,US
DXR,Danbury Municipal Airport,Danbury,Connecticut,US
DYL,Doylestown Airport,Doylestown,Pennsylvania,US
DYS,Dyess Afb Airport,Abilene,Texas,US
MIF,Roy Hurd Memorial Airport,Monahans,Texas,US
CCG,Crane County Airport,Crane,Texas,US
ESO,Ohkay Owingeh Airport,Espanola,New Mexico,US
WTR,Whiteriver Airport,Whiteriver,Arizona,US
ALE,Alpine-Casparis Municipal Airport,Alpine,Texas,US
BGT,Bagdad Airport,Bagdad,Arizona,US
EAN,Phifer Airfield,Wheatland,Wyoming,US
EAR,Kearney Regional Airport,Kearney,Nebraska,US
EAT,Pangborn Memorial Airport,Wenatchee,Washington,US
EAU,Chippewa Valley Regional Airport,Eau Claire,Wisconsin,US
EBS,Webster City Municipal Airport,Webster City,Iowa,US
ECG,Elizabeth City Cg Air Station/Regional Airport,Elizabeth City,North Carolina,US
ECP,Northwest Florida Beaches International Airport,Panama City,Florida,US
ECS,Mondell Field,Newcastle,Wyoming,US
EDE,Northeastern Regional Airport,Edenton,North Carolina,US
ETS,Enterprise Municipal Airport,Enterprise,Alabama,US
EDW,Edwards Afb Airport,Edwards,California,US
EED,Needles Airport,Needles,California,US
EEN,Dillant/Hopkins Airport,Keene,New Hampshire,US
EFD,Ellington Airport,Houston,Texas,US
EFK,Northeast Kingdom International Airport,Newport,Vermont,US
EFW,Jefferson Municipal Airport,Jefferson,Iowa,US
EGE,Eagle County Regional Airport,Eagle,Colorado,US
EGI,"Duke Field,(Eglin Af Aux Nr 3) Airport",Crestview,Florida,US
EGV,Eagle River Union Airport,Eagle River,Wisconsin,US
EKA,Murray Field,Eureka,California,US
EKI,Elkhart Municipal Airport,Elkhart,Indiana,US
EKN,Elkins/Randolph County (Jennings Randolph Field) Airport,Elkins,West Virginia,US
EKO,Elko Regional Airport,Elko,Nevada,US
EKX,Addington Field,Elizabethtown,Kentucky,US
ELA,Eagle Lake Airport,Eagle Lake,Texas,US
ELD,South Arkansas Regional At Goodwin Field,El Dorado,Arkansas,US
ELK,Elk City Regional Business Airport,Elk City,Oklahoma,US
ELM,Elmira/Corning Regional Airport,Elmira/Corning,New York,US
ELN,Bowers Field,Ellensburg,Washington,US
LYU,Ely Municipal Airport,Ely,Minnesota,US
ELP,El Paso International Airport,El Paso,Texas,US
ELY,Ely/Yelland Field,Ely,Nevada,US
ELZ,Wellsville Municipal/Tarantine Field,Wellsville,New York,US
EMM,Kemmerer Municipal Airport,Kemmerer,Wyoming,US
EMP,Emporia Municipal Airport,Emporia,Kansas,US
EMT,San Gabriel Valley Airport,El Monte,California,US
END,Vance Afb Airport,Enid,Oklahoma,US
ENL,Centralia Municipal Airport,Centralia,Illinois,US
ENV,Wendover Airport,Wendover,Utah,US
ENW,Kenosha Regional Airport,Kenosha,Wisconsin,US
EOK,Keokuk Municipal Airport,Keokuk,Iowa,US
EOS,Neosho Hugh Robinson Airport,Neosho,Missouri,US
EPH,Ephrata Municipal Airport,Ephrata,Washington,US
EDK,El Dorado/Capt Jack Thomas Memorial Airport,El Dorado,Kansas,US
ERI,Erie International/Tom Ridge Field,Erie,Pennsylvania,US
ERR,Errol Airport,Errol,New Hampshire,US
ERV,Kerrville Municipal/Louis Schreiner Field,Kerrville,Texas,US
ESC,Delta County Airport,Escanaba,Michigan,US
ESF,Esler Regional Airport,Alexandria,Louisiana,US
ESN,Easton/Newnam Field,Easton,Maryland,US
EST,Estherville Municipal Airport,Estherville,Iowa,US
ESW,Easton State Airport,Easton,Washington,US
ETB,West Bend Municipal Airport,West Bend,Wisconsin,US
ETN,Eastland Municipal Airport,Eastland,Texas,US
EUF,Weedon Field,Eufaula,Alabama,US
EUG,Mahlon Sweet Field,Eugene,Oregon,US
EVM,Eveleth/Virginia Municipal Airport,Eveleth,Minnesota,US
EVV,Evansville Regional Airport,Evansville,Indiana,US
EVW,Evanston-Uinta County Burns Field,Evanston,Wyoming,US
EWB,New Bedford Regional Airport,New Bedford,Massachusetts,US
EWK,Newton-City-County Airport,Newton,Kansas,US
EWN,Coastal Carolina Regional Airport,New Bern,North Carolina,US
EWR,Newark Liberty International Airport,Newark,New Jersey,US
EYW,Key West International Airport,Key West,Florida,US
WIB,Wilbarger County Airport,Vernon,Texas,US
RGR,Ranger Municipal Airport,Ranger,Texas,US
RBK,French Valley Airport,Murrieta/Temecula,California,US
FAF,Felker Army Air Field,Fort Eustis,Virginia,US
FAM,Farmington Regional Airport,Farmington,Missouri,US
FAR,Hector International Airport,Fargo,North Dakota,US
FAT,Fresno Yosemite International Airport,Fresno,California,US
FAY,Fayetteville Regional/Grannis Field,Fayetteville,North Carolina,US
FBG,Simmons Army Air Field,Fort Liberty,North Carolina,US
FBL,Faribault Municipal-Liz Wall Strohfus Field,Faribault,Minnesota,US
FBR,Fort Bridger Airport,Fort Bridger,Wyoming,US
FBY,Fairbury Municipal Airport,Fairbury,Nebraska,US
FCH,Fresno Chandler Executive Airport,Fresno,California,US
FCM,Flying Cloud Airport,Minneapolis,Minnesota,US
FCS,Butts Army Air Field (Fort Carson) Airport,Fort Carson,Colorado,US
FCY,Hutfly Airport,Forrest City,Arkansas,US
FDK,Frederick Municipal Airport,Frederick,Maryland,US
FDR,Frederick Regional Airport,Frederick,Oklahoma,US
FDY,Findlay Airport,Findlay,Ohio,US
FEP,Albertus Airport,Freeport,Illinois,US
FET,Fremont Municipal Airport,Fremont,Nebraska,US
FFA,First Flight Airport,Kill Devil Hills,North Carolina,US
FFL,Fairfield Municipal Airport,Fairfield,Iowa,US
FFM,Fergus Falls Municipal/Einar Mickelson Field,Fergus Falls,Minnesota,US
FFO,Wright-Patterson Afb Airport,Dayton,Ohio,US
FFT,Capital City Airport,Frankfort,Kentucky,US
MSC,Falcon Field,Mesa,Arizona,US
FRD,Friday Harbor Airport,Friday Harbor,Washington,US
FHU,Sierra Vista Municipal-Libby Army Air Field,Fort Huachuca Sierra Vista,Arizona,US
FKL,Venango Regional Airport,Franklin,Pennsylvania,US
FKN,Franklin Regional Airport,Franklin,Virginia,US
FLD,Fond Du Lac County Airport,Fond Du Lac,Wisconsin,US
FLG,Flagstaff Pulliam Airport,Flagstaff,Arizona,US
FLL,Fort Lauderdale/Hollywood International Airport,Fort Lauderdale,Florida,US
FLO,Florence Regional Airport,Florence,South Carolina,US
FLP,Marion County Regional Airport,Flippin,Arkansas,US
FLT,Flat Airport,Flat,Alaska,US
FLV,Sherman Army Air Field,Fort Leavenworth,Kansas,US
FLX,Fallon Municipal Airport,Fallon,Nevada,US
FME,Tipton Airport,Fort Meade (Odenton),Maryland,US
FMH,Cape Cod Coast Guard Air Station,Falmouth,Massachusetts,US
FMN,Four Corners Regional Airport,Farmington,New Mexico,US
FMY,Page Field,Fort Myers,Florida,US
FNL,Northern Colorado Regional Airport,Fort Collins/Loveland,Colorado,US
FNT,Bishop International Airport,Flint,Michigan,US
FOD,Fort Dodge Regional Airport,Fort Dodge,Iowa,US
FOE,Topeka Regional Airport,Topeka,Kansas,US
FOK,Francis S Gabreski Airport,Westhampton Beach,New York,US
FIL,Fillmore Municipal Airport,Fillmore,Utah,US
FPR,Treasure Coast International Airport,Fort Pierce,Florida,US
FPY,Perry-Foley Airport,Perry,Florida,US
FRG,Republic Airport,Farmingdale,New York,US
FRH,French Lick Municipal Airport,French Lick,Indiana,US
FRI,Marshall Army Air Field,Fort Riley (Junction City),Kansas,US
FRM,Fairmont Municipal Airport,Fairmont,Minnesota,US
FRR,Front Royal-Warren County Airport,Front Royal,Virginia,US
FSD,Joe Foss Field,Sioux Falls,South Dakota,US
FSI,Henry Post Army Air Field (Fort Sill) Airport,Fort Sill,Oklahoma,US
FSK,Fort Scott Municipal Airport,Fort Scott,Kansas,US
FSM,Fort Smith Regional Airport,Fort Smith,Arkansas,US
FST,Fort Stockton-Pecos County Airport,Fort Stockton,Texas,US
FSU,Fort Sumner Municipal Airport,Fort Sumner,New Mexico,US
FMS,Fort Madison Municipal Airport,Fort Madison,Iowa,US
FTK,Godman Army Air Field,Fort Knox,Kentucky,US
FTW,Fort Worth Meacham International Airport,Fort Worth,Texas,US
FTY,Fulton County Executive/Charlie Brown Field,Atlanta,Georgia,US
FUL,Fullerton Municipal Airport,Fullerton,California,US
WFK,Northern Aroostook Regional Airport,Frenchville,Maine,US
FWA,Fort Wayne International Airport,Fort Wayne,Indiana,US
FXE,Fort Lauderdale Executive Airport,Fort Lauderdale,Florida,US
FXY,Forest City Municipal Airport,Forest City,Iowa,US
FYM,Fayetteville Municipal Airport,Fayetteville,Tennessee,US
FYV,Drake Field,Fayetteville,Arkansas,US
GAB,Gabbs Airport,Gabbs,Nevada,US
GAD,Northeast Alabama Regional Airport,Gadsden,Alabama,US
GAG,Gage Airport,Gage,Oklahoma,US
GAI,Montgomery County Airpark,Gaithersburg,Maryland,US
GBD,Great Bend Municipal Airport,Great Bend,Kansas,US
GBG,Galesburg Municipal Airport,Galesburg,Illinois,US
GBR,Walter J Koladza Airport,Great Barrington,Massachusetts,US
GCC,Northeast Wyoming Regional Airport,Gillette,Wyoming,US
JDA,Grant County Regional/Ogilvie Field,John Day,Oregon,US
GCK,Garden City Regional Airport,Garden City,Kansas,US
GCN,Grand Canyon Ntl Park Airport,Grand Canyon,Arizona,US
GCY,Greeneville Municipal Airport,Greeneville,Tennessee,US
GDM,Gardner Municipal Airport,Gardner,Massachusetts,US
GDV,Dawson Community Airport,Glendive,Montana,US
GDW,Gladwin Zettel Memorial Airport,Gladwin,Michigan,US
GED,Delaware Coastal Airport,Georgetown,Delaware,US
GEG,Spokane International Airport,Spokane,Washington,US
GEY,South Big Horn County Airport,Greybull,Wyoming,US
GFD,Pope Field,Greenfield,Indiana,US
GFK,Grand Forks International Airport,Grand Forks,North Dakota,US
GFL,Floyd Bennett Memorial Airport,Glens Falls,New York,US
GGE,Georgetown County Airport,Georgetown,South Carolina,US
GGG,East Texas Regional Airport,Longview,Texas,US
GGW,Wokal Field/Glasgow-Valley County Airport,Glasgow,Montana,US
GHM,Centerville Municipal Airport,Centerville,Tennessee,US
IDH,Idaho County Airport,Grangeville,Idaho,US
GIF,Winter Haven Regional Airport,Winter Haven,Florida,US
GJT,Grand Junction Regional Airport,Grand Junction,Colorado,US
MEJ,Port Meadville Airport,Meadville,Pennsylvania,US
GKT,Gatlinburg-Pigeon Forge Airport,Sevierville,Tennessee,US
GLD,Renner Field/Goodland Municipal Airport,Goodland,Kansas,US
GLE,Gainesville Municipal Airport,Gainesville,Texas,US
GLH,Greenville Mid-Delta Airport,Greenville,Mississippi,US
GLR,Gaylord Regional Airport,Gaylord,Michigan,US
GLS,Scholes International At Galveston Airport,Galveston,Texas,US
GLW,Glasgow Municipal Airport,Glasgow,Kentucky,US
GMU,Greenville Downtown Airport,Greenville,South Carolina,US
GNG,Gooding Municipal Airport,Gooding,Idaho,US
GNT,Grants-Milan Municipal Airport,Grants,New Mexico,US
GNV,Gainesville Regional Airport,Gainesville,Florida,US
GOK,Guthrie/Edmond Regional Airport,Guthrie,Oklahoma,US
GON,Groton-New London Airport,Groton (New London),Connecticut,US
FCA,Glacier Park International Airport,Kalispell,Montana,US
GPT,Gulfport-Biloxi International Airport,Gulfport,Mississippi,US
GPZ,Grand Rapids/Itasca County-Gordon Newstrom Field,Grand Rapids,Minnesota,US
GQQ,Galion Municipal Airport,Galion,Ohio,US
GRB,Green Bay/Austin Straubel International Airport,Green Bay,Wisconsin,US
GRD,Greenwood County Airport,Greenwood,South Carolina,US
GRE,Greenville Airport,Greenville,Illinois,US
GRF,Gray Army Air Field (Joint Base Lewis-Mcchord) Airport,Fort Lewis/Tacoma,Washington,US
GRI,Central Nebraska Regional Airport,Grand Island,Nebraska,US
GRK,Robert Gray Army Air Field,Fort Cavazos (Killeen),Texas,US
GRN,Gordon Municipal Airport,Gordon,Nebraska,US
GRR,Gerald R Ford International Airport,Grand Rapids,Michigan,US
GSB,Seymour Johnson Afb Airport,Goldsboro,North Carolina,US
GSH,Goshen Municipal Airport,Goshen,Indiana,US
GSO,Piedmont Triad International Airport,Greensboro,North Carolina,US
GSP,Greenville Spartanburg International Airport,Greer,South Carolina,US
GTF,Great Falls International Airport,Great Falls,Montana,US
GTG,Grantsburg Municipal Airport,Grantsburg,Wisconsin,US
GTR,Golden Triangle Regional Airport,Columbus/W Point/Starkville,Mississippi,US
GUC,Gunnison-Crested Butte Regional Airport,Gunnison,Colorado,US
GUP,Gallup Municipal Airport,Gallup,New Mexico,US
GUS,Grissom Arb Airport,Peru,Indiana,US
GUY,Guymon Municipal Airport,Guymon,Oklahoma,US
GVE,Gordonsville Municipal Airport,Gordonsville,Virginia,US
GVL,Lee Gilmer Memorial Airport,Gainesville,Georgia,US
GVT,Majors Airport,Greenville,Texas,US
GWO,Greenwood-Leflore Airport,Greenwood,Mississippi,US
GWS,Glenwood Springs Municipal Airport,Glenwood Springs,Colorado,US
GXY,Greeley-Weld County Airport,Greeley,Colorado,US
GDC,Donaldson Field,Greenville,South Carolina,US
PNX,North Texas Regional/Perrin Field,Sherman/Denison,Texas,US
GYR,Phoenix Goodyear Airport,Goodyear,Arizona,US
HAB,Marion County-Rankin Fite Airport,Hamilton,Alabama,US
HAF,Half Moon Bay Airport,Half Moon Bay,California,US
HAI,Three Rivers Municipal/Dr Haines Airport,Three Rivers,Michigan,US
HAO,Butler County Regional/Hogan Field,Hamilton,Ohio,US
HBG,Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,Mississippi,US
HBR,Hobart Regional Airport,Hobart,Oklahoma,US
HDE,Brewster Field,Holdrege,Nebraska,US
HDN,Yampa Valley Airport,Hayden,Colorado,US
HEE,Thompson-Robbins Airport,Helena/West Helena,Arkansas,US
MNZ,Manassas Regional/Harry P Davis Field,Washington,District of Columbia,US
HEZ,Hardy-Anders Field/Natchez-Adams County Airport,Natchez,Mississippi,US
HFD,Hartford-Brainard Airport,Hartford,Connecticut,US
HFF,Mackall Army Air Field,Camp Mackall,North Carolina,US
HGR,Hagerstown Regional/Richard A Henson Field,Hagerstown,Maryland,US
HHR,Jack Northrop Field/Hawthorne Municipal Airport,Hawthorne,California,US
HUJ,Stan Stamper Municipal Airport,Hugo,Oklahoma,US
HIB,Range Regional Airport,Hibbing,Minnesota,US
HIE,Mount Washington Regional Airport,Whitefield,New Hampshire,US
HIF,Hill Afb Airport,Ogden,Utah,US
HII,Lake Havasu City Airport,Lake Havasu City,Arizona,US
HIO,Portland-Hillsboro Airport,Portland,Oregon,US
HKA,Blytheville Municipal Airport,Blytheville,Arkansas,US
HKS,Hawkins Field,Jackson,Mississippi,US
HKY,Hickory Regional Airport,Hickory,North Carolina,US
HLB,Batesville Airport,Batesville,Indiana,US
HLC,Hill City Municipal Airport,Hill City,Kansas,US
HLG,Wheeling Ohio County Airport,Wheeling,West Virginia,US
HLN,Helena Regional Airport,Helena,Montana,US
HLR,Yoakum-Defrenn Army Heliport,Fort Cavazos (Killeen),Texas,US
HMN,Holloman Afb Airport,Alamogordo,New Mexico,US
HMT,Hemet-Ryan Airport,Hemet,California,US
HNB,Huntingburg Airport,Huntingburg,Indiana,US
HSH,Henderson Executive Airport,Las Vegas,Nevada,US
HOB,Lea County Regional Airport,Hobbs,New Mexico,US
HON,Huron Regional Airport,Huron,South Dakota,US
HOP,Campbell Army Air Field (Fort Campbell) Airport,Fort Campbell/Hopkinsville,Kentucky,US
HOT,Memorial Field,Hot Springs,Arkansas,US
HOU,William P Hobby Airport,Houston,Texas,US
HPN,Westchester County Airport,White Plains,New York,US
HPT,Hampton Municipal Airport,Hampton,Iowa,US
HPY,Baytown Airport,Baytown,Texas,US
HQM,Bowerman Airport,Hoquiam,Washington,US
HES,Hermiston Municipal Airport,Hermiston,Oregon,US
HRL,Valley International Airport,Harlingen,Texas,US
HRO,Boone County Airport,Harrison,Arkansas,US
HSB,Harrisburg-Raleigh Airport,Harrisburg,Illinois,US
HNC,Billy Mitchell Airport,Hatteras,North Carolina,US
HSI,Hastings Municipal Airport,Hastings,Nebraska,US
HSP,Ingalls Field,Hot Springs,Virginia,US
HST,Homestead Arb Airport,Homestead,Florida,US
HSV,Huntsville International-Carl T Jones Field,Huntsville,Alabama,US
HTH,Hawthorne Industrial Airport,Hawthorne,Nevada,US
HTL,Roscommon County/Blodgett Memorial Airport,Houghton Lake,Michigan,US
HTS,Tri-State/Milton J Ferguson Field,Huntington,West Virginia,US
HTW,Lawrence County Airpark,Chesapeake/Huntington Wva,Ohio,US
HUA,Redstone Army Air Field,Redstone Arsnl Huntsville,Alabama,US
HUF,Terre Haute Regional Airport,Terre Haute,Indiana,US
HUL,Houlton International Airport,Houlton,Maine,US
HUM,Houma-Terrebonne Airport,Houma,Louisiana,US
HUT,Hutchinson Regional Airport,Hutchinson,Kansas,US
HVE,Hanksville Airport,Hanksville,Utah,US
HVN,Tweed/New Haven Airport,New Haven,Connecticut,US
HVR,Havre City-County Airport,Havre,Montana,US
HVS,Hartsville Regional Airport,Hartsville,South Carolina,US
HWD,Hayward Executive Airport,Hayward,California,US
HWO,North Perry Airport,Hollywood,Florida,US
WSH,Brookhaven Airport,Shirley,New York,US
HHH,Hilton Head Airport,Hilton Head Island,South Carolina,US
HYA,Cape Cod Gateway Airport,Hyannis,Massachusetts,US
HYR,Sawyer County Airport,Hayward,Wisconsin,US
HYS,Hays Regional Airport,Hays,Kansas,US
HZL,Hazleton Regional Airport,Hazleton,Pennsylvania,US
JFN,Northeast Ohio Regional Airport,Ashtabula,Ohio,US
OTN,Ed-Air Airport,Oaktown,Indiana,US
IAB,Mc Connell Afb Airport,Wichita,Kansas,US
IAD,Washington Dulles International Airport,Washington,District of Columbia,US
IAG,Niagara Falls International Airport,Niagara Falls,New York,US
IAH,George Bush Intcntl/Houston Airport,Houston,Texas,US
ICL,Schenck Field,Clarinda,Iowa,US
ICT,Wichita Dwight D Eisenhower Ntl Airport,Wichita,Kansas,US
IDA,Idaho Falls Regional Airport,Idaho Falls,Idaho,US
IDG,Ida Grove Municipal Airport,Ida Grove,Iowa,US
IDI,Indiana County/Jimmy Stewart Field,Indiana,Pennsylvania,US
IDP,Independence Municipal Airport,Independence,Kansas,US
XPR,Pine Ridge Airport,Pine Ridge,South Dakota,US
IFA,Iowa Falls Municipal Airport,Iowa Falls,Iowa,US
IFP,Laughlin/Bullhead International Airport,Bullhead City,Arizona,US
IGM,Kingman Airport,Kingman,Arizona,US
IJX,Jacksonville Municipal Airport,Jacksonville,Illinois,US
IKK,Greater Kankakee Airport,Kankakee,Illinois,US
ILE,Skylark Field,Killeen,Texas,US
ILG,New Castle Airport,Wilmington,Delaware,US
ILM,Wilmington International Airport,Wilmington,North Carolina,US
ILN,Wilmington Air Park,Wilmington,Ohio,US
IML,Imperial Municipal Airport,Imperial,Nebraska,US
IMM,Immokalee Regional Airport,Immokalee,Florida,US
MDN,Madison Municipal Airport,Madison,Indiana,US
IMT,Ford Airport,Iron Mountain Kingsford,Michigan,US
IND,Indianapolis International Airport,Indianapolis,Indiana,US
INK,Winkler County Airport,Wink,Texas,US
INL,Falls International/Einarson Field,International Falls,Minnesota,US
INS,Creech Afb Airport,Indian Springs,Nevada,US
